Source,Target,Type
164,179,no_directed
164,546,no_directed
164,518,no_directed
164,337,no_directed
164,307,no_directed
164,491,no_directed
164,488,no_directed
164,315,no_directed
165,165,no_directed
165,179,no_directed
165,518,no_directed
165,596,no_directed
165,524,no_directed
166,265,no_directed
166,182,no_directed
166,418,no_directed
166,183,no_directed
166,611,no_directed
167,601,no_directed
168,299,no_directed
169,181,no_directed
169,265,no_directed
169,397,no_directed
169,611,no_directed
169,282,no_directed
170,383,no_directed
170,340,no_directed
171,406,no_directed
171,202,no_directed
171,459,no_directed
172,265,no_directed
172,611,no_directed
172,581,no_directed
172,599,no_directed
173,369,no_directed
174,212,no_directed
174,264,no_directed
174,318,no_directed
174,259,no_directed
174,380,no_directed
176,220,no_directed
176,362,no_directed
176,427,no_directed
176,301,no_directed
176,497,no_directed
176,478,no_directed
176,216,no_directed
177,350,no_directed
177,510,no_directed
177,389,no_directed
178,495,no_directed
178,539,no_directed
179,491,no_directed
179,518,no_directed
179,347,no_directed
179,596,no_directed
179,605,no_directed
179,524,no_directed
179,292,no_directed
181,352,no_directed
181,363,no_directed
181,235,no_directed
181,552,no_directed
181,476,no_directed
181,340,no_directed
181,320,no_directed
181,258,no_directed
181,248,no_directed
182,246,no_directed
182,317,no_directed
182,473,no_directed
182,289,no_directed
182,389,no_directed
182,350,no_directed
182,300,no_directed
182,265,no_directed
182,463,no_directed
182,375,no_directed
182,603,no_directed
182,456,no_directed
182,229,no_directed
182,345,no_directed
182,611,no_directed
182,439,no_directed
182,195,no_directed
182,198,no_directed
182,451,no_directed
183,459,no_directed
183,265,no_directed
183,202,no_directed
184,397,no_directed
184,456,no_directed
184,251,no_directed
185,377,no_directed
185,333,no_directed
185,538,no_directed
185,356,no_directed
185,240,no_directed
185,432,no_directed
186,202,no_directed
186,459,no_directed
186,414,no_directed
187,420,no_directed
187,270,no_directed
187,217,no_directed
187,514,no_directed
189,340,no_directed
189,288,no_directed
190,393,no_directed
191,518,no_directed
191,524,no_directed
191,45,no_directed
445,340,no_directed
445,229,no_directed
445,250,no_directed
445,576,no_directed
192,559,no_directed
192,371,no_directed
193,433,no_directed
193,285,no_directed
193,449,no_directed
193,273,no_directed
193,282,no_directed
194,619,no_directed
194,226,no_directed
194,398,no_directed
195,217,no_directed
195,257,no_directed
195,350,no_directed
195,340,no_directed
195,597,no_directed
195,227,no_directed
195,175,no_directed
195,389,no_directed
195,151,no_directed
198,245,no_directed
198,317,no_directed
198,355,no_directed
198,505,no_directed
198,432,no_directed
198,597,no_directed
198,217,no_directed
198,558,no_directed
198,265,no_directed
198,601,no_directed
198,372,no_directed
198,340,no_directed
198,603,no_directed
198,229,no_directed
198,102,no_directed
198,577,no_directed
198,350,no_directed
198,238,no_directed
198,580,no_directed
199,518,no_directed
199,316,no_directed
199,566,no_directed
202,426,no_directed
202,288,no_directed
202,340,no_directed
202,343,no_directed
202,555,no_directed
203,435,no_directed
203,345,no_directed
204,540,no_directed
204,215,no_directed
206,473,no_directed
207,372,no_directed
139,518,no_directed
209,33,no_directed
210,252,no_directed
210,437,no_directed
210,452,no_directed
210,223,no_directed
544,404,no_directed
212,264,no_directed
212,380,no_directed
212,259,no_directed
213,502,no_directed
214,534,no_directed
214,223,no_directed
214,533,no_directed
215,540,no_directed
215,278,no_directed
215,405,no_directed
216,618,no_directed
216,402,no_directed
217,245,no_directed
217,317,no_directed
217,473,no_directed
217,585,no_directed
217,289,no_directed
217,589,no_directed
217,510,no_directed
217,597,no_directed
217,265,no_directed
217,601,no_directed
217,404,no_directed
217,603,no_directed
217,229,no_directed
217,102,no_directed
217,611,no_directed
217,576,no_directed
217,577,no_directed
217,350,no_directed
217,439,no_directed
217,413,no_directed
217,617,no_directed
217,580,no_directed
218,521,no_directed
220,535,no_directed
220,518,no_directed
220,441,no_directed
220,427,no_directed
220,478,no_directed
221,265,no_directed
222,365,no_directed
222,494,no_directed
222,522,no_directed
223,252,no_directed
223,542,no_directed
223,452,no_directed
224,262,no_directed
224,258,no_directed
224,352,no_directed
224,235,no_directed
224,552,no_directed
224,363,no_directed
224,376,no_directed
224,248,no_directed
224,443,no_directed
224,388,no_directed
224,470,no_directed
224,569,no_directed
225,253,no_directed
225,493,no_directed
225,584,no_directed
225,290,no_directed
225,563,no_directed
225,469,no_directed
225,498,no_directed
226,431,no_directed
226,371,no_directed
227,436,no_directed
227,265,no_directed
227,370,no_directed
227,352,no_directed
227,577,no_directed
227,442,no_directed
227,453,no_directed
227,102,no_directed
228,392,no_directed
229,317,no_directed
229,289,no_directed
229,597,no_directed
229,505,no_directed
229,389,no_directed
229,509,no_directed
229,436,no_directed
229,549,no_directed
229,396,no_directed
229,361,no_directed
229,440,no_directed
229,554,no_directed
229,446,no_directed
229,265,no_directed
229,340,no_directed
229,576,no_directed
229,151,no_directed
230,547,no_directed
230,501,no_directed
230,502,no_directed
230,438,no_directed
230,306,no_directed
230,279,no_directed
230,527,no_directed
230,591,no_directed
231,425,no_directed
102,554,no_directed
233,265,no_directed
234,618,no_directed
235,368,no_directed
235,352,no_directed
235,354,no_directed
235,552,no_directed
235,363,no_directed
235,578,no_directed
235,258,no_directed
235,472,no_directed
236,282,no_directed
237,516,no_directed
237,119,no_directed
237,400,no_directed
237,545,no_directed
237,334,no_directed
237,117,no_directed
237,374,no_directed
237,274,no_directed
237,613,no_directed
238,550,no_directed
238,265,no_directed
238,449,no_directed
238,289,no_directed
238,603,no_directed
238,611,no_directed
238,616,no_directed
238,325,no_directed
137,117,no_directed
137,311,no_directed
137,441,no_directed
137,329,no_directed
240,608,no_directed
240,377,no_directed
240,450,no_directed
240,484,no_directed
240,299,no_directed
240,563,no_directed
241,264,no_directed
242,434,no_directed
242,323,no_directed
242,611,no_directed
242,248,no_directed
242,265,no_directed
242,498,no_directed
243,265,no_directed
243,521,no_directed
151,345,no_directed
151,265,no_directed
151,389,no_directed
151,289,no_directed
151,611,no_directed
151,375,no_directed
151,603,no_directed
151,597,no_directed
151,580,no_directed
151,601,no_directed
245,593,no_directed
245,509,no_directed
245,322,no_directed
245,340,no_directed
245,473,no_directed
245,265,no_directed
245,291,no_directed
245,611,no_directed
245,616,no_directed
245,580,no_directed
245,416,no_directed
246,265,no_directed
247,601,no_directed
453,597,no_directed
593,323,no_directed
593,558,no_directed
593,576,no_directed
593,288,no_directed
593,340,no_directed
593,597,no_directed
593,505,no_directed
593,343,no_directed
593,275,no_directed
249,340,no_directed
249,288,no_directed
250,39,no_directed
250,440,no_directed
251,456,no_directed
251,560,no_directed
252,437,no_directed
252,452,no_directed
253,354,no_directed
253,563,no_directed
253,505,no_directed
253,469,no_directed
253,323,no_directed
253,498,no_directed
254,570,no_directed
254,558,no_directed
254,265,no_directed
254,288,no_directed
254,465,no_directed
254,340,no_directed
254,505,no_directed
255,518,no_directed
256,518,no_directed
257,265,no_directed
257,616,no_directed
258,363,no_directed
258,403,no_directed
258,476,no_directed
259,264,no_directed
284,374,no_directed
284,545,no_directed
261,265,no_directed
261,397,no_directed
261,436,no_directed
261,451,no_directed
262,470,no_directed
262,368,no_directed
263,311,no_directed
263,613,no_directed
264,525,no_directed
264,318,no_directed
264,380,no_directed
265,317,no_directed
265,476,no_directed
265,320,no_directed
265,479,no_directed
265,322,no_directed
265,324,no_directed
265,271,no_directed
265,175,no_directed
265,338,no_directed
265,340,no_directed
265,341,no_directed
265,312,no_directed
265,345,no_directed
265,346,no_directed
265,404,no_directed
265,349,no_directed
265,350,no_directed
265,351,no_directed
265,505,no_directed
265,321,no_directed
265,360,no_directed
265,361,no_directed
265,364,no_directed
265,343,no_directed
265,372,no_directed
265,375,no_directed
265,439,no_directed
265,531,no_directed
265,383,no_directed
265,384,no_directed
265,386,no_directed
265,510,no_directed
265,549,no_directed
265,397,no_directed
265,458,no_directed
265,558,no_directed
265,265,no_directed
265,569,no_directed
265,275,no_directed
265,570,no_directed
265,277,no_directed
265,352,no_directed
265,576,no_directed
265,578,no_directed
265,584,no_directed
265,288,no_directed
265,426,no_directed
265,588,no_directed
265,432,no_directed
265,433,no_directed
265,436,no_directed
265,594,no_directed
265,300,no_directed
265,597,no_directed
265,302,no_directed
265,446,no_directed
265,599,no_directed
265,601,no_directed
265,449,no_directed
265,248,no_directed
265,454,no_directed
265,456,no_directed
265,309,no_directed
265,611,no_directed
265,464,no_directed
265,465,no_directed
265,615,no_directed
265,616,no_directed
267,548,no_directed
268,456,no_directed
268,463,no_directed
269,599,no_directed
269,410,no_directed
269,248,no_directed
269,505,no_directed
270,420,no_directed
271,482,no_directed
271,603,no_directed
272,299,no_directed
274,516,no_directed
274,119,no_directed
274,400,no_directed
274,545,no_directed
274,334,no_directed
274,117,no_directed
274,374,no_directed
274,613,no_directed
274,466,no_directed
275,611,no_directed
275,434,no_directed
275,584,no_directed
276,276,no_directed
276,296,no_directed
276,619,no_directed
276,494,no_directed
276,398,no_directed
276,598,no_directed
276,555,no_directed
554,451,no_directed
554,389,no_directed
554,577,no_directed
460,582,no_directed
460,587,no_directed
460,571,no_directed
460,385,no_directed
460,498,no_directed
281,404,no_directed
282,392,no_directed
282,285,no_directed
282,449,no_directed
282,341,no_directed
282,364,no_directed
283,350,no_directed
260,386,no_directed
260,294,no_directed
260,432,no_directed
260,458,no_directed
286,499,no_directed
286,368,no_directed
287,303,no_directed
288,536,no_directed
288,289,no_directed
288,434,no_directed
288,550,no_directed
288,340,no_directed
288,248,no_directed
288,455,no_directed
288,342,no_directed
288,323,no_directed
288,570,no_directed
288,459,no_directed
288,611,no_directed
288,576,no_directed
288,528,no_directed
288,350,no_directed
288,465,no_directed
288,317,no_directed
288,616,no_directed
288,351,no_directed
289,317,no_directed
289,122,no_directed
289,597,no_directed
289,505,no_directed
289,510,no_directed
289,343,no_directed
289,601,no_directed
289,340,no_directed
289,248,no_directed
289,325,no_directed
289,351,no_directed
290,563,no_directed
290,469,no_directed
290,498,no_directed
291,248,no_directed
292,421,no_directed
292,335,no_directed
292,612,no_directed
292,518,no_directed
292,328,no_directed
292,307,no_directed
293,570,no_directed
297,518,no_directed
297,448,no_directed
298,386,no_directed
298,360,no_directed
298,389,no_directed
299,377,no_directed
299,575,no_directed
299,538,no_directed
299,577,no_directed
299,299,no_directed
299,356,no_directed
300,303,no_directed
300,564,no_directed
300,611,no_directed
300,581,no_directed
302,536,no_directed
303,336,no_directed
304,369,no_directed
305,339,no_directed
305,583,no_directed
306,547,no_directed
307,518,no_directed
307,335,no_directed
307,524,no_directed
308,555,no_directed
618,393,no_directed
618,471,no_directed
312,389,no_directed
313,518,no_directed
313,524,no_directed
313,488,no_directed
314,446,no_directed
315,518,no_directed
315,524,no_directed
316,518,no_directed
317,550,no_directed
317,584,no_directed
317,505,no_directed
317,434,no_directed
317,324,no_directed
317,446,no_directed
317,372,no_directed
317,340,no_directed
317,603,no_directed
317,343,no_directed
317,611,no_directed
317,352,no_directed
317,576,no_directed
317,350,no_directed
317,404,no_directed
317,617,no_directed
318,447,no_directed
319,559,no_directed
319,494,no_directed
319,619,no_directed
319,522,no_directed
319,398,no_directed
319,365,no_directed
361,550,no_directed
361,576,no_directed
361,603,no_directed
361,611,no_directed
361,616,no_directed
321,404,no_directed
321,389,no_directed
323,434,no_directed
323,550,no_directed
323,340,no_directed
323,610,no_directed
323,498,no_directed
324,422,no_directed
324,372,no_directed
324,611,no_directed
324,616,no_directed
325,505,no_directed
327,518,no_directed
327,480,no_directed
328,508,no_directed
328,518,no_directed
328,524,no_directed
328,596,no_directed
328,491,no_directed
329,609,no_directed
329,545,no_directed
329,382,no_directed
329,311,no_directed
329,441,no_directed
329,374,no_directed
330,436,no_directed
332,494,no_directed
570,340,no_directed
570,505,no_directed
570,343,no_directed
335,518,no_directed
335,414,no_directed
337,498,no_directed
364,360,no_directed
364,397,no_directed
364,458,no_directed
364,432,no_directed
339,583,no_directed
339,444,no_directed
340,473,no_directed
340,355,no_directed
340,505,no_directed
340,342,no_directed
340,434,no_directed
340,550,no_directed
340,440,no_directed
340,343,no_directed
340,446,no_directed
340,601,no_directed
340,603,no_directed
340,248,no_directed
340,568,no_directed
340,459,no_directed
340,351,no_directed
340,39,no_directed
340,465,no_directed
340,611,no_directed
340,616,no_directed
340,581,no_directed
340,498,no_directed
342,372,no_directed
342,597,no_directed
342,343,no_directed
342,351,no_directed
343,536,no_directed
343,434,no_directed
343,558,no_directed
343,372,no_directed
343,248,no_directed
343,459,no_directed
343,611,no_directed
343,465,no_directed
343,616,no_directed
343,550,no_directed
383,442,no_directed
383,611,no_directed
344,377,no_directed
345,391,no_directed
345,435,no_directed
345,451,no_directed
345,531,no_directed
345,580,no_directed
346,599,no_directed
347,488,no_directed
347,518,no_directed
347,543,no_directed
347,524,no_directed
348,518,no_directed
350,389,no_directed
350,434,no_directed
350,446,no_directed
350,463,no_directed
350,404,no_directed
350,603,no_directed
350,611,no_directed
350,413,no_directed
575,436,no_directed
353,374,no_directed
353,311,no_directed
353,441,no_directed
353,545,no_directed
354,498,no_directed
355,550,no_directed
355,603,no_directed
355,616,no_directed
356,377,no_directed
358,467,no_directed
358,494,no_directed
358,555,no_directed
359,404,no_directed
360,479,no_directed
360,404,no_directed
360,568,no_directed
360,389,no_directed
362,478,no_directed
363,401,no_directed
363,388,no_directed
363,368,no_directed
338,505,no_directed
338,607,no_directed
365,398,no_directed
365,522,no_directed
365,555,no_directed
367,539,no_directed
369,73,no_directed
45,518,no_directed
45,461,no_directed
45,524,no_directed
372,550,no_directed
372,465,no_directed
372,603,no_directed
372,611,no_directed
372,616,no_directed
372,389,no_directed
374,382,no_directed
374,119,no_directed
374,117,no_directed
374,441,no_directed
374,516,no_directed
374,400,no_directed
374,311,no_directed
374,334,no_directed
374,609,no_directed
374,613,no_directed
375,404,no_directed
375,432,no_directed
377,608,no_directed
377,538,no_directed
377,450,no_directed
377,563,no_directed
381,248,no_directed
382,545,no_directed
385,587,no_directed
385,571,no_directed
385,352,no_directed
385,498,no_directed
386,404,no_directed
386,458,no_directed
386,432,no_directed
387,425,no_directed
387,530,no_directed
387,390,no_directed
389,432,no_directed
389,458,no_directed
389,446,no_directed
389,451,no_directed
389,454,no_directed
389,531,no_directed
395,518,no_directed
395,508,no_directed
395,524,no_directed
397,600,no_directed
397,581,no_directed
398,522,no_directed
398,598,no_directed
398,555,no_directed
399,197,no_directed
399,597,no_directed
400,516,no_directed
400,119,no_directed
400,545,no_directed
400,334,no_directed
400,117,no_directed
400,613,no_directed
400,466,no_directed
404,446,no_directed
404,458,no_directed
405,540,no_directed
175,576,no_directed
175,611,no_directed
19,572,no_directed
410,505,no_directed
39,509,no_directed
39,576,no_directed
39,603,no_directed
413,597,no_directed
414,518,no_directed
415,393,no_directed
416,248,no_directed
417,578,no_directed
418,440,no_directed
418,506,no_directed
421,546,no_directed
421,518,no_directed
421,524,no_directed
421,595,no_directed
421,491,no_directed
423,555,no_directed
103,567,no_directed
426,459,no_directed
426,611,no_directed
427,478,no_directed
427,535,no_directed
428,524,no_directed
117,516,no_directed
117,119,no_directed
117,545,no_directed
117,334,no_directed
117,613,no_directed
117,466,no_directed
430,518,no_directed
432,479,no_directed
432,611,no_directed
432,454,no_directed
434,505,no_directed
434,584,no_directed
434,597,no_directed
434,352,no_directed
436,611,no_directed
436,531,no_directed
436,489,no_directed
437,521,no_directed
437,452,no_directed
438,527,no_directed
378,604,no_directed
441,545,no_directed
441,311,no_directed
442,129,no_directed
443,590,no_directed
76,483,no_directed
446,558,no_directed
446,584,no_directed
446,603,no_directed
446,611,no_directed
446,616,no_directed
446,505,no_directed
447,606,no_directed
448,572,no_directed
448,518,no_directed
448,585,no_directed
448,602,no_directed
448,487,no_directed
449,608,no_directed
449,450,no_directed
449,611,no_directed
449,553,no_directed
450,538,no_directed
248,499,no_directed
248,550,no_directed
248,505,no_directed
248,599,no_directed
248,611,no_directed
248,352,no_directed
248,498,no_directed
457,518,no_directed
457,524,no_directed
458,479,no_directed
458,611,no_directed
459,555,no_directed
279,501,no_directed
461,574,no_directed
465,505,no_directed
466,516,no_directed
466,119,no_directed
466,334,no_directed
466,613,no_directed
467,494,no_directed
467,555,no_directed
468,499,no_directed
469,563,no_directed
469,498,no_directed
469,505,no_directed
470,352,no_directed
470,470,no_directed
470,368,no_directed
474,498,no_directed
474,550,no_directed
476,368,no_directed
477,521,no_directed
478,535,no_directed
478,486,no_directed
478,497,no_directed
480,518,no_directed
487,518,no_directed
490,33,no_directed
491,508,no_directed
491,566,no_directed
491,612,no_directed
491,579,no_directed
491,515,no_directed
494,522,no_directed
494,598,no_directed
494,555,no_directed
495,539,no_directed
498,505,no_directed
498,587,no_directed
498,571,no_directed
498,352,no_directed
498,530,no_directed
498,563,no_directed
498,511,no_directed
500,513,no_directed
501,547,no_directed
501,502,no_directed
501,126,no_directed
501,527,no_directed
501,605,no_directed
502,547,no_directed
502,502,no_directed
502,126,no_directed
503,311,no_directed
504,518,no_directed
505,592,no_directed
505,550,no_directed
505,599,no_directed
505,611,no_directed
507,546,no_directed
508,518,no_directed
515,518,no_directed
515,612,no_directed
516,334,no_directed
516,119,no_directed
516,545,no_directed
516,613,no_directed
518,543,no_directed
518,585,no_directed
518,595,no_directed
518,596,no_directed
518,546,no_directed
518,602,no_directed
518,524,no_directed
518,566,no_directed
518,572,no_directed
518,573,no_directed
518,612,no_directed
518,532,no_directed
518,579,no_directed
519,584,no_directed
522,559,no_directed
522,619,no_directed
522,598,no_directed
522,555,no_directed
523,605,no_directed
524,586,no_directed
524,541,no_directed
524,543,no_directed
524,551,no_directed
524,596,no_directed
524,488,no_directed
524,566,no_directed
524,579,no_directed
497,535,no_directed
119,545,no_directed
119,334,no_directed
119,613,no_directed
527,547,no_directed
368,352,no_directed
536,558,no_directed
538,608,no_directed
545,311,no_directed
545,334,no_directed
545,609,no_directed
545,613,no_directed
219,548,no_directed
546,546,no_directed
546,595,no_directed
547,591,no_directed
548,556,no_directed
555,565,no_directed
555,619,no_directed
555,598,no_directed
558,603,no_directed
558,616,no_directed
334,613,no_directed
571,587,no_directed
572,572,no_directed
352,616,no_directed
576,584,no_directed
576,601,no_directed
576,603,no_directed
578,550,no_directed
578,588,no_directed
584,550,no_directed
584,603,no_directed
584,611,no_directed
488,596,no_directed
589,601,no_directed
591,605,no_directed
556,556,no_directed
615,611,no_directed
597,601,no_directed
597,603,no_directed
597,611,no_directed
601,603,no_directed
601,616,no_directed
603,616,no_directed
311,613,no_directed
